Product,Product_Description
307711001,0307711001 Arkshell (Akagai)
307711002,0307711002 Ruditapes
307712000,0307712000 Cockles
3077120002,03077120002 Arkshells (Bloody Cockle)
3077120003,03077120003 Cockles
307713000,0307713000 Cockles
307719090,"0307719090 Other Cockles And Ark Shells, Live, Fresh Or Chilled"
307720010,"0307720010 Molluscs; Cockles, Whether In Shell Or Not, Frozen"
307720060,"0307720060 Cockles And Ark Shells, Frozen"
307721000,0307721000 Cockles
3077216,03077216 Navajuelas (Tagelus Dombeii)
307790010,"0307790010 Molluscs; Cockles, Whether In Shell Or Not, Frozen"
307790090,"0307790090 Cockles And Ark Shells, Frozen, Dried, Salted Or In Brine"
307790160,"0307790160 Cockles And Ark Shells, Other Than Live, Fresh Or Chilled"
307911002,0307911002 Arkshell (Akagai)
307911005,0307911005 Ruditapes
307912005,0307912005 Fresh Or Chilled  Ruditapes
307991002,0307991002 Arkshell (Akagai)
307991300,"0307991300 Ruditapes Philippimarum, Frozen Ruditapes Philippimarum, Frozen"
307991800,"0307991800 Cockles, Frozen Cockles, Frozen"
1602901000,"1602901000 Frog Meat, Prepared Or Preserved"
3083001,03083001 Medusas (Rhopilema Spp.)
1604110001,"1604110001 Fish Preparations; Salmon, Prepared Or Preserved, Whole Or In Pieces (But Not Minced), In Airtight Cans Or Jars, Whether Or Not With Added Liquor, Oil"
1604110009,"1604110009 Fish Preparations; Salmon, Prepared Or Preserved, Whole Or In Pieces (But Not Minced), Other Than In Airtight Cans Or Jars"
1604110010,"1604110010 Salmons, In Oil, In Cans Or Glass Jars, Whole Or In Pce, But Not Minced"
1604110020,"1604110020 Prepared or preserved salmon (excl. minced and those packed in air-tight cans, bottles, jars or similar containers)"
1604110030,"1604110030 Prepared Or Preserved Salmon, Whole Or In Pieces (Excl. Minced)"
1604110040,"1604110040 Prepared/Preserved, Of Pink Salmon, Whole/In Pieces, But Not Minced"
1604110050,"1604110050 Prepared or preserved salmon, whole or in pieces (but not minced)"
1604110090,"1604110090 Salmon,O/T In Cans/Glass Jars, Prepr/Presvd,Whole Or In Pieces, But Not Minced"
1604112000,"1604112000 Salmon, Whole Or In Pieces, But Not Minced, In Oil, In Airtight Containers"
1604112000,"1604112000 Salmon, Whole Or In Pieces, But Not Minced, In Oil, In Airtight Containers"
1604112000,"1604112000 Salmon, Whole Or In Pieces, But Not Minced, In Oil, In Airtight Containers"
1604112020,"1604112020 Pink (Humpie) Salmon, Whole Or In Pieces, But Not Minced, In Oil, In Airtight Containers"
1604112020,"1604112020 Pink (Humpie) Salmon, Whole Or In Pieces, But Not Minced, In Oil, In Airtight Containers"
1604112020,"1604112020 Pink (Humpie) Salmon, Whole Or In Pieces, But Not Minced, In Oil, In Airtight Containers"
1604112090,"1604112090 Salmon Nesoi, Whole Or In Pieces, But Not Minced, In Oil, In Airtight Containers"
1604112090,"1604112090 Salmon Nesoi, Whole Or In Pieces, But Not Minced, In Oil, In Airtight Containers"
1604112090,"1604112090 Salmon Nesoi, Whole Or In Pieces, But Not Minced, In Oil, In Airtight Containers"
1604114010,"1604114010 Chum (Dog) Salmon, Not In Oil, Canned"
1604114010,"1604114010 Chum (Dog) Salmon, Not In Oil, Canned"
1604114010,"1604114010 Chum (Dog) Salmon, Not In Oil, Canned"
1604114020,"1604114020 Pink (Humpie) Salmon, Not In Oil, Canned"
1604114020,"1604114020 Pink (Humpie) Salmon, Not In Oil, Canned"
1604114020,"1604114020 Pink (Humpie) Salmon, Not In Oil, Canned"
1604114030,"1604114030 Sockeye Salmon, Not In Oil, Canned"
1604114030,"1604114030 Sockeye Salmon, Not In Oil, Canned"
1604114030,"1604114030 Sockeye Salmon, Not In Oil, Canned"
1604114040,"1604114040 Salmon, Nesoi, Not In Oil, Canned"
1604114040,"1604114040 Salmon, Nesoi, Not In Oil, Canned"
1604114040,"1604114040 Salmon, Nesoi, Not In Oil, Canned"
1604114050,"1604114050 Salmon, Whole Or In Pieces, But Not Minced, Nesoi"
1604114050,"1604114050 Salmon, Whole Or In Pieces, But Not Minced, Nesoi"
1604170010,1604170010 Conserves D'Anguilles En Recipients Fermes
1604190011,1604190011 Conserves De Salmonides Sauf Haches En Recipients Fermes
1604199011,"1604199011 Catfish, Whole Or In Pieces, But Not Minced, Prepared Or Preserved, Frozen Catfish, Whole Or In Pieces, But Not Minced, Prepared Or Preserved, Frozen"
1604199012,"1604199012 Catfish, Whole Or In Pieces, But Not Minced, Prepared Or Preserved, Canned Catfish, Whole Or In Pieces, But Not Minced, Prepared Or Preserved, Canned"
1604199019,"1604199019 Other Catfish, Whole Or In Pieces, But Not Minced, Prepared Or Preserved Other Catfish, Whole Or In Pieces, But Not Minced, Prepared Or Preserved"
1604201030,1604201030 Prepared Or Preserved Salmon (Excl. Whole Or In Pieces)
1604201090,1604201090 Prepared Or Preserved Salmon (Excl. Whole Or In Pieces)
1604201900,"1604201900 Fish Preparations; Salmon, Minced Or In Forms N.E.S. In Heading No. 1604, Preserved In Airtight Cans Or Jars, Whether Or Not With Added Liquor, Oil Or"
1605210009,"1605210009 Other Shrimps And Prawn, Not In Airtight Containers"
1605210010,"1605210010 Shrimp/Prawn Meat,Cooked Steam/Boil In Water,N Furth Prepr/Presvd,N Airtight Cnt"
1605210011,"1605210011 Grass Shrimp, Not In Airtight Container, Prepared Or Preserved, Frozen"
1605210019,"1605210019 Other Grass Shrimp, Not In Airtight Container, Prepared Or Preserved"
1605210020,"1605210020 Shrimp/Prawn Meat, Cooked By Steam Or Boil In Water, Frozen, Not In Airtight Cnt"
1605210021,"1605210021 Striped Prawn, Not In Airtight Container, Prepared Or Preserved, Frozen"
1605210081,"1605210081 Prepared Or Preserved Shrimps And Prawns, Not In Airtight Containers (Excl. Shrimps And Prawns Of Chapter 03)"
1605210090,"1605210090 Shrimps And Prawns, Prepared Or Preserved, Not In Airtight Containers, Nes"
1605210091,"1605210091 Other Shrimps And Prawns, Not In Airtight Container, Prepared Or Preserved, Frozen"
1605210099,"1605210099 Other Shrimps And Prawns, Not In Airtight Container, Prepared Or Preserved"
1605210500,"1605210500 Shrimp And Prawn Products Containing Fish Meat/Prepared Meals, Nesoi"
1605211020,"1605211020 Shrimps And Prawns, Breaded, Frozen"
1605211025,"1605211025 Shrimps And Prawns, Prepared, Frozen, Nesoi"
1605211030,"1605211030 Shrimps And Prawns, Prepared Nesoi, Frozen"
1605211040,"1605211040 Shrimps And Prawns, Prepared Or Preserved, In Immediate Packings Of A Net Content Of <= 2 Kg (Excl. Merely Smoked, And In Airtight Containers)"
1605211045,"1605211045 Shrimps And Prawns, Prepared Or Preserved, Not In Airtight Containers, Nesoi"
1605211050,"1605211050 Shrimps And Prawns, Prepared Or Preserved, Not In Airtight Containers, Nesoi"
1605211091,"1605211091 Shrimps And Prawns, Prepared Or Preserved, In Immediate Packings Of A Net Content Of <= 2 Kg (Excl. Merely Smoked, And In Airtight Containers)"
1605211096,"1605211096 Shrimps And Prawns, Prepared Or Preserved, In Immediate Packings Of A Net Content Of <= 2 Kg (Excl. Merely Smoked, And In Airtight Containers)"
1605211099,"1605211099 Shrimps And Prawns, Prepared Or Preserved, In Immediate Packings Of A Net Content Of <= 2 Kg (Excl. Merely Smoked, And In Airtight Containers)"
1605212019,"1605212019 Crustacean Preparations; Shrimps And Prawns, Sausages, Prepared Meals And The Like,Excluding Pastes And Pate, Not In Airtight Containers"
1605219009,"1605219009 Other Shrimps And Prawn, Not In Airtight Containers"
1605219020,"1605219020 Shrimp Breaded,Not In Airtight Container"
1605219030,"1605219030 Shrimps And Prawns, Prepared Or Preserved, In Immediate Packings Of A Net Content Of > 2 Kg (Excl. Merely Smoked, And In Airtight Containers)"
1605219040,"1605219040 Shrimps And Prawns, Prepared Or Preserved, In Immediate Packings Of A Net Content Of > 2 Kg (Excl. Merely Smoked, And In Airtight Containers)"
1605219049,"1605219049 Shrimps And Prawns, Prepared Or Preserved, In Immediate Packings Of A Net Content Of > 2 Kg (Excl. Merely Smoked, And In Airtight Containers)"
1605219057,"1605219057 Shrimps And Prawns, Prepared Or Preserved, In Immediate Packings Of A Net Content Of > 2 Kg (Excl. Merely Smoked, And In Airtight Containers)"
1605219058,"1605219058 Shrimps And Prawns, Prepared Or Preserved, In Immediate Packings Of A Net Content Of > 2 Kg (Excl. Merely Smoked, And In Airtight Containers)"
1605219060,"1605219060 Shrimps And Prawns, Prepared Or Preserved, In Immediate Packings Of A Net Content Of > 2 Kg (Excl. Merely Smoked, And In Airtight Containers)"
1605219091,"1605219091 Shrimps And Prawns, Prepared Or Preserved, In Immediate Packings Of A Net Content Of > 2 Kg (Excl. Merely Smoked, And In Airtight Containers)"
1605219096,"1605219096 Shrimps And Prawns, Prepared Or Preserved, In Immediate Packings Of A Net Content Of > 2 Kg (Excl. Merely Smoked, And In Airtight Containers)"
1605219099,"1605219099 Shrimps And Prawns, Prepared Or Preserved, In Immediate Packings Of A Net Content Of > 2 Kg (Excl. Merely Smoked, And In Airtight Containers)"
1605290011,"1605290011 Grass Shrimp, Prepared Or Preserved, Frozen"
1605290019,"1605290019 Other Grass Shrimp, Prepared Or Preserved"
1605290020,"1605290020 Shrimps And Prawns, Prepared Or Preserved, In Airtight Containers (Excl. Smoked)"
1605290030,"1605290030 Shrimps And Prawns, Prepared Or Preserved, In Airtight Containers (Excl. Smoked)"
1605290040,"1605290040 Shrimps And Prawns, Prepared Or Preserved, In Airtight Containers (Excl. Smoked)"
1605290060,"1605290060 Shrimps And Prawns, Prepared Or Preserved, In Airtight Containers (Excl. Smoked)"
1605290090,"1605290090 Prepared Or Preserved Shrimps And Prawns, In Airtight Containers (Excl. Shrimps And Prawns Of Chapter 03)"
1605290091,"1605290091 Shrimps And Prawns, Prepared Or Preserved, In Airtight Containers (Excl. Smoked)"
1605290092,"1605290092 Other Shrimps And Prawns, Prepared Or Preserved, Canned"
1605290096,"1605290096 Shrimps And Prawns, Prepared Or Preserved, In Airtight Containers (Excl. Smoked)"
1605290099,"1605290099 Shrimps And Prawns, Prepared Or Preserved, In Airtight Containers (Excl. Smoked)"
1605290500,"1605290500 Shrimp And Prawn Products Containing Fish Meat/Prepared Meals, In Airtight Containers"
1605291000,"1605291000 Crustacean Preparations; Shrimps And Prawns, Pastes, In Airtight Containers"
1605291010,"1605291010 Shrimps And Prawns, Frozen, In Airtight Containers"
1605291025,"1605291025 Shrimps And Prawns, Frozen, In Airtight Containers"
1605291040,"1605291040 Shrimps And Prawns, Prepared Or Preserved, In Airtight Containers, Nesoi"
1605291045,"1605291045 Shrimps And Prawns, Not Frozen, In Airtight Containers, Nesoi"
1605292000,1605292000 Shrimp Ball
1605292019,"1605292019 Crustacean Preparations; Shrimps And Prawns, Sausages, Prepared Meals And The Like,Excluding Pastes And Pate, In Airtight Containers"
1605293000,1605293000 Breaded Shrimp
1605299000,"1605299000 Crustacean Preparations; Shrimps And Prawns, Prepared Or Preserved In Ways N.E.C. InItem No. 1605.29.10 And 1605.29.20, In Airtight Containers"
1605299009,"1605299009 Other Shrimps And Prawn, In Airtight Containers"
1605299090,"1605299090 Other Prepared Shrimps&Prawn,In Airtight Containers"
1605400010,"1605400010 Rock lobster & o crawfish meat,boil/steam in water,not frz,not furth prepr/presv"
1605400020,"1605400020 Rock lobster & o crawfish meat,boil/steam in water,frozen,not furth prepr/presvd"
1605401010,"1605401010 Crustaceans, Peeled Freshwater Crawfish Tail Meat, Prepared Or Preserved, Nesoi"
1605401090,"1605401090 Crustaceans, Other Than Peeled Freshwater Crawfish Tail Meat, Prepared Or Preserved, Nesoi"
1605510000,"1605510000 Oysters, Prepared Or Preserved"
1605510010,"1605510010 Oysters, Prepared Or Preserved, In Cans Or Glass Jars"
1605510041,1605510041 Prepared Or Preserved Oysters (Excl. Oysters Of Chapter 03)
1605510090,"1605510090 Oysters, Prepared Or Preserved, Nes"
1605510500,1605510500 Oyster Products Containing Fish Meat; Prepared Meals
1605514000,"1605514000 Oysters, Smoked"
1605515000,"1605515000 Oysters Except Smoked, Prepared Or Preserved"
1605519010,"1605519010 Mollusc Preparations; Oysters, Prepared Or Preserved In Ways N.E.C. In Item No. 1605.51.10And 1605.51.20, Preserved In Airtight Cans Or Jars"
1605519019,"1605519019 Mollusc Preparations; Oysters, Prepared Or Preserved In Ways N.E.C. In Item No. 1605.51.10And 1605.51.20, Packed Other Than In Airtight Cans Or Jars"
1605519090,"1605519090 Other Oysters, Prepared Or Preserved"
1605520000,"1605520000 Scallops, Including Queen Scallops, Prepared Or Preserved"
1605520020,"1605520020 Scallops, Incl. Queen Scallops, Prepared Or Preserved (Excl. Smoked)"
1605520042,1605520042 Prepared Or Preserved Scallops (Incl. Queen Scallops) (Excl. Scallops Of Chapter 03)
1605520090,"1605520090 Scallops, Incl. Queen Scallops, Prepared Or Preserved (Excl. Smoked)"
1605520500,"1605520500 Scallop, Including Queen Scallop Products Containing Fish Meat; Prepared Meals"
1605522019,"1605522019 Mollusc Preparations; Scallops, Including Queen Scallops, Sausages, Prepared Meals Andthe Like, Excluding Pastes And Pate"
1605526000,"1605526000 Scallops, Prepared Or Preserved"
1605529010,"1605529010 Mollusc Preparations; Scallops, Including Queen Scallops, Prepared In Ways N.E.C. In ItemNo. 1605.52.10 And 1605.52.20, Preserved In Airtight Cans Or Jars"
1605529019,"1605529019 Mollusc Preparations; Scallops, Including Queen Scallops, Prepared Or Preserved In WaysN.E.C. In Item No. 1605.52.10 And 1605.52.20, Packed Other Than In Airtight Cans Or Jars"
1605529020,"1605529020 Scallops, Other Than Conpoy, Prepared Or Preserved, Canned"
1605529060,"1605529060 Other Scallops, Other Than Conpoy, Prepared Or Preserved"
1605530000,"1605530000 Mussels, Prepared Or Preserved"
1605530043,1605530043 Prepared Or Preserved Mussels (Excl. Mussels Of Chapter 03)
1605530500,1605530500 Mussel Products Containing Fish Meat; Prepared Meals
1605531010,"1605531010 Mussels, Prepared Or Preserved, In Airtight Containers (Excl. Merely Smoked)"
1605531020,"1605531020 Mussels, Prepared Or Preserved, In Airtight Containers (Excl. Merely Smoked)"
1605531090,"1605531090 Mussels, Prepared Or Preserved, In Airtight Containers (Excl. Merely Smoked)"
1605531095,"1605531095 Mussels, Prepared Or Preserved, In Airtight Containers (Excl. Merely Smoked)"
1605532019,"1605532019 Mollusc Preparations; Mussels, Sausages, Prepared Meals And The Like, Excluding Pastesor Pate"
1605536000,"1605536000 Mussels, Prepared Or Preserved, Nesoi"
1605539010,"1605539010 Mollusc Preparations; Mussels, Prepared In Ways N.E.C. In Item No. 1605.53.10 And1605.53.20, Preserved In Airtight Cans Or Jars"
1605539015,"1605539015 Mollusc Preparations; Mussels, Crumbed Or Battered, Packed Other Than In Airtight Cans Orjars"
1605539019,"1605539019 Mollusc Preparations; Mussels, Powder Freeze-Dried In Capsule Form, Packed Other Than Inairtight Cans Or Jars"
1605539020,"1605539020 Mussels, Prepared Or Preserved (Excl. In Airtight Containers, And Merely Smoked)"
1605539029,"1605539029 Mollusc Preparations; Mussels, Prepared Or Preserved In Ways N.E.C. In Item No.1605.53.90, Packed Other Than In Airtight Cans Or Jars"
1605539090,"1605539090 Mussels, Prepared Or Preserved (Excl. In Airtight Containers, And Merely Smoked)"
1605539095,"1605539095 Mussels, Prepared Or Preserved (Excl. In Airtight Containers, And Merely Smoked)"
1605560000,"1605560000 Clams, Cockles And Arkshells"
1605560046,"1605560046 Prepared Or Preserved Clams, Cockles And Arkshells (Excl. Clams, Cockles And Arkshells Of Chapter 03)"
1605560090,"1605560090 Cockles And Arkshells, Prepared Or Preserved"
1605560500,"1605560500 Clam, Cockles And Arkshell Products Containing Fish Meat; Prepared Meals"
1605560500,"1605560500 Clam, Cockles And Arkshell Products Containing Fish Meat; Prepared Meals"
1605562019,"1605562019 Mollusc Preparations; Clams, Cockles And Arkshells, Sausages, Prepared Meals And Thelike, Excluding Pastes Or Pate"
1605566000,"1605566000 Cockles And Arkshells, Prepared Or Preserved, Nesoi"
1605569019,"1605569019 Mollusc Preparations; Clams, Cockles And Arkshells, Prepared Or Preserved In Ways N.E.C.In Item No. 1605.56.10 And 1605.56.20, Packed Other Than In Airtight Cans Or Jars"
1605569020,"1605569020 Other Clams, Cockles And Arkshells, Prepared Or Preserved, Canned"
1605610000,"1605610000 Sea Cucumbers, Prepared Or Preserved, Nesoi"
1605610010,1605610010 Sea Cucumbers: In Airtight Containers
1605610065,1605610065 Prepared Or Preserved Sea Cucumbers (Excl. Sea Cucumbers Of Chapter 03)
1605610090,1605610090 Sea Cucumbers: O/T In Airtight Containers
1605612000,"1605612000 Aquatic Invertebrates; Sea Cucumbers, Preserved In Airtight Cans Or Jars, Prepared Withoutother Food Substances"
1605630000,"1605630000 Jellyfish, Prepared Or Preserved, Nesoi"
1605630010,1605630010 Jellyfish: In Airtight Containers
1605630067,1605630067 Prepared Or Preserved Jellyfish (Excl. Jellyfish Of Chapter 03)
1605630090,1605630090 Jellyfish: O/T In Airtight Containers
1605632000,"1605632000 Aquatic Invertebrates; Jellyfish, Preserved In Airtight Cans Or Jars, Prepared Without Other Food Substances"
1605909003,1605909003 Oysters
1605909004,1605909004 Mussels
3011191000,03011191000 Koi Carp (Cyprinus Carpio)
3019100000,"03019100000 Trout (Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita, Oncorhynchus Gilae, Oncorhynchus Apache And Oncorhynchus Chrysogaster)"
3019941001,03019941001 Nile Tilapia
3019941002,03019941002 Red Tilapia (Tabtim)
3019942000,"03019942000 Other Carp, For Breeding"
3019949001,03019949001 Walking Catfish
3021100000,"03021100000 Trout (Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita, Oncorhynchus Gilae, Oncorhynchus Apache And Oncorhynchus Chrysogaster)"
3021300000,"03021300000 Pacific Salmon (Oncorhynchus Nerka, Oncorhynchus Gorbuscha, Oncorhynchus Keta, Oncorhynchus Tschawytscha, Oncorhynchus Kisutch, Oncorhynchus Masou And Oncorhynchus Rhodurus)"
3021400000,03021400000 Atlantic Salmon (Salmo Salar) And Danube Salmon (Hucho Hucho)
3027100001,03027100001 Nile Tilapia
3027100002,03027100002 Red Tilapia (Tabtim)
3027290001,03027290001 Walking Catfish
3027300000,"03027300000  (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypopharyngodon spp., Cirrhinus spp., Mylopharyngodon piceus)"
3028400000,03028400000 Seabass (Dicentrarchus Spp.)
3028928000,03028928000 Wallago (Wallago Attu) And Giant Rivercatfish (Sperata Seenghala)
3031100000,03031100000 Sockeye Salmon (Red Salmon) (Oncorhynchus Nerka)
3031200000,"03031200000 Other Pacific Salmon (Oncorhynchus Gorbuscha, Oncorhynchus Keta, Oncorhynchus Tschawytscha, Oncorhynchus Kisutch, Oncorhynchus Masou And Oncorhynchus Rhodurus)"
3031300000,03031300000 Atlantic Salmon (Salmo Salar) And Danube Salmon (Hucho Hucho)
3031400000,"03031400000 Trout (Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita, Oncorhynchus Gilae, Oncorhynchus Apache And Oncorhynchus Chrysogaster)"
3032300000,03032300000 Tilapias (Oreochromis Spp.)
3032400000,"03032400000  (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
3032400001,03032400001 Walking Catfish
3032500000,"03032500000 Carp (Cyprinus Carpio, Carassius Carassius, Ctenopharyngodon Idellus, Hypophthalmichthys Spp., Cirrhinus Spp., Mylopharyngodon Piceus)"
3038400000,03038400000 Seabass (Dicentrarchus Spp.)
3038928000,03038928000 Wallago (Wallago Attu) And Giant Rivercatfish (Sperata Seenghala)
3043100001,03043100001 Nile Tilapia
3043200000,"03043200000  (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
3044100000,"03044100000 Pacific Salmon (Oncorhynchus Nerka, Oncorhynchus Gorbuscha, Oncorhynchus Keta, Oncorhynchus Tschawytscha, Oncorhynchus Kisutch, Oncorhynchus Masou And Oncorhynchus Rhodurus), Atlantic Salmon (Salmo Salar) And Danube Salmon (Hucho Hucho)"
3044200000,"03044200000 Trout (Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita, Oncorhynchus Gilae, Oncorhynchus Apache And Oncorhynchus Chrysogaster)"
3046100000,03046100000 Tilapias (Oreochromis Spp.)
3046200000,"03046200000 Catfish (Pangasius Spp., Silurus Spp., Clarias Spp., Ictalurus Spp.)"
3048100000,"03048100000 Pacific Salmon (Oncorhynchus Nerka, Oncorhynchus Gorbuscha, Oncorhynchus Keta, Oncorhynchus Tschawytscha, Oncorhynchus Kisutch, Oncorhynchus Masou And Oncorhynchus Rhodurus), Atlantic Salmon (Salmo Salar) And Danube Salmon (Hucho Hucho)"
3048200000,"03048200000 Trout (Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita, Oncorhynchus Gilae, Oncorhynchus Apache And Oncorhynchus Chrysogaster)"
3049300000,"03049300000  (Oreochromis spp.),  (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.),  (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypopharyngodon spp., Cirrhinus spp., Mylopharyngodon piceus),  (Angu"
3049300001,03049300001 Walking Catfish Meat
3049300003,03049300003 Nile Tilapia Meat
3049900003,03049900003 Nile Tilapia Meat
3053100000,"03053100000 Tilapias (Oreochromis Spp.), Catfish (Pangasius Spp., Silurus Spp., Clarias Spp., Ictalurus Spp.), Carp (Cyprinus Carpio, Carassius Carassius, Ctenopharyngodon Idellus, Hypophthalmichthys Spp., Cirrhinus Spp., Mylopharyngodon Piceus), Eels (Anguilla Spp.)"
3054100000,"03054100000 Pacific Salmon (Oncorhynchus Nerka, Oncorhynchus Gorbuscha, Oncorhynchus Keta, Oncorhynchus Tschawytscha, Oncorhynchus Kisutch, Oncorhynchus Masou And Oncorhynchus Rhodurus), Atlantic Salmon (Salmo Salar) And Danube Salmon (Hucho Hucho)"
3054300000,"03054300000 Trout (Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita, Oncorhynchus Gilae, Oncorhynchus Apache And Oncorhynchus Chrysogaster)"
3054400000,"03054400000 Tilapias (Oreochromis Spp.), Catfish (Pangasius Spp., Silurus Spp., Clarias Spp., Ictalurus Spp.), Carp (Cyprinus Carpio, Carassius Carassius, Ctenopharyngodon Idellus, Hypophthalmichthys Spp., Cirrhinus Spp., Mylopharyngodon Piceus), Eels (Anguilla Spp.)"
3055200000,"03055200000 Tilapias (Oreochromis Spp.), Catfish (Pangasius Spp., Silurus Spp., Clarias Spp., Ictalurus Spp.), Carp (Cyprinus Spp., Carassius Spp., Ctenopharyngodon Idellus, Hypophthalmichthys Spp., Cirrhinus Spp., Mylopharyngodon Piceus, Catla Catla, Labeo Spp., Ost"
3056400000,"03056400000 Tilapias (Oreochromis Spp.), Catfish (Pangasius Spp., Silurus Spp., Clarias Spp., Ictalurus Spp.), Carp (Cyprinus Carpio, Carassius Carassius, Ctenopharyngodon Idellus, Hypophthalmichthys Spp., Cirrhinus Spp., Mylopharyngodon Piceus), Eels (Anguilla Spp.)"
3056950000,"03056950000    (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou  Oncorhynchus rhodurus),    (Salmo salar)    (Hucho huc"
3061720000,03061720000 Whiteleg Shrimps (Liptopenaeus Vannamei)
3061730000,03061730000 Giant River Prawns (Macrobrachium Rosenbergii)
3062732000,03062732000 Whiteleg Shrimps (Litopenaeus Vannamei)
3063611000,03063611000 Giant Tiger Prawns (Penaeus Monodon)
3063612000,03063612000 Whiteleg Shrimps (Litopenaeus Vannamei)
3063613000,03063613000 Giant River Prawns (Macrobrachium Rosenbergii)
3063621000,03063621000 Giant Tiger Prawns (Penaeus Monodon)
3063622000,03063622000 Whiteleg Shrimps (Litopenaeus Vannamei)
3063623000,03063623000 Giant River Prawns (Macrobrachium Rosenbergii)
3063631000,03063631000 Giant Tiger Prawns (Penaeus Monodon)
3063632000,03063632000 Whiteleg Shrimps (Litopenaeus Vannamei)
3063633000,03063633000 Giant River Prawns (Macrobrachium Rosenbergii)
3069530003,"03069530003 White Shrimp (P. Vannamei), Cooked By Streaming Or By Boiling In Water"
16029031,"16029031 Prepared Or Preserved Meat Or Meat Offal Of Game Or Rabbits (Excl. Of Wild Pigs, Sausages And Similar Products, Finely Homogenised Preparations Put Up For Retail Sale As Infant Food Or For Dietetic Purposes, In Containers Of A Net Weight Of <= 250 G, Prep"
1603000121,"1603000121 Extracts And Juices; Of Crustaceans Or Molluscs, Mussel Oil"
1603000129,"1603000129 Extracts And Juices; Of Crustaceans Or Molluscs, Other Than Mussel Oil"
16041100000,16041100000 Salmones
1604140011,1604140011 Conserves De Thons En Recipients Fermes
1604140019,"1604140019 Conserves De Listaos,Bonite En Recipients Fermes"
16052100001,"16052100001 Giant Black Tiger Prawn, Not In Airtight Containers"
16052100003,"16052100003 White Shrimp(P.Vannamei), Not In Airtight Containers"
16052100004,16052100004 Shrimp Paste
16052100090,"16052100090 Other Shrimps And Prawn, Not In Airtight Containers"
16052190003,"16052190003 White Shrimp(P.Vannamei), Not In Airtight Containers"
16052190090,"16052190090 Other Shrimps And Prawn, Not In Airtight Containers"
16052910000,16052910000 Shrimp Paste
16052920000,16052920000 Shrimp Ball
16052930000,16052930000 Breaded Shrimp
16052990001,"16052990001 Giant Black Tiger Prawn, In Airtight Containers"
16052990002,"16052990002 Giant Freshwater Prawn, In Airtight Containers"
16052990003,"16052990003 White Shrimp(P.Vannamei), In Airtight Containers"
16052990004,16052990004 Shrimp Paste
16052990090,"16052990090 Other Shrimps And Prawn, In Airtight Containers"
16055100000,16055100000 Oysters
16055200000,"16055200000 Scallops, Including Queen Scallops"
16055300000,16055300000 Mussels
16055600000,"16055600000 Clams, Cockles And Arkshells"
16056100000,16056100000 Sea Cucumbers
16056300000,16056300000 Jellyfish
30199100001,030199100001 Alevines De Tilapia (Oreochromis Sp)
30214000000,030214000000 Salmones Del Atlntico (Salmo Salar) Y Salmones Del Danubio (Hucho Hucho)
30271000000,030271000000 Tilapias (Oreochromis Spp)
30271000001,030271000001 Tilapia Fresca
30311000000,030311000000 Salmones Rojos (Oncorhynchus Nerka)
30312000000,030312000000 Los Dems Salmones Del Pacfico Oncorhynchus Gorbuscha Oncorhynchus Keta Oncorhynchus Tschawytscha Oncorhynchus Kisutch
30313000000,030313000000 Salmones Del Atlntico (Salmo Salar) Y Salmones Del Danubio (Hucho Hucho)
30314000000,"030314000000 Truchas (Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita, Oncorhynchus Gilae, Oncorhynchus Apache Y Oncorhynchus C"
30323000000,030323000000 Tilapias (Oreochromis Spp.)
30324000000,"030324000000 Yayn Bal (Pangasius Spp., Silurus Spp., Clarias Spp., Ictalurus Spp.); Dondurulmu"
1604190019,1604190019 Autres Preparations De Poissons En Recipients Fermes
1604191002,1604191002 Milkfish (Bangus)
30431000000,030431000000 Tilapias (Oreochromis Spp)
30441000000,"030441000000 Salmones Del Pacfico (Oncorhynchus Nerka, Oncorhynchus Gorbuscha, Oncorhynchus Keta, Oncorhynchus Tschawytscha, Oncorhynchus Kisustch, Oncorhynchus Masou Y Oncorhynchus Rhodurus), Salmones Del Atlntico (Salmo Salar) Y Salmones Del Danubio (Hucho Huch"
30442000000,"030442000000 Truchas (Salmo Trutta, Oncorhynchus Mykiss, Oncorhynchus Clarki, Oncorhynchus Aguabonita, Oncorhynchus Gilae, Oncorhynchus Apache Y Oncorhynchus Chrysogaster)"
